37.9,73.4,55.3,0,1
35.8,66.4,55.4,0,1
36.8,66,55.4,18.6,1
36.7,64.3,52.7,0,1
36.2,73,52.4,0,1
37,71.4,60.4,8.2,1
29,85.3,81.4,112.4,1
32.3,82.9,74,0,1
32.3,75.3,63.1,58.2,1
34.5,58,36.7,0,1
34.6,53.3,37.7,0,1
33.5,71,38.1,0,1
28.5,91,80,185,1
29,88,70,38.3,0
30.8,87,62,13.3,1
30.2,86,59,11,1
33.6,83,51,0,1
31.6,93,67,62,1
30.7,90,70,49.3,1
30.5,91,70,37.7,1
30.9,88,55,0.7,1
34.1,84,38,5.4,1
35,74,36,0,1
27.7,96,64,64.5,1
30.7,90,41,0.5,1
31.5,83,24,0,1
30.3,77,23,0,1
30.9,80,23,0,1
31.3,71,19,0,1
30.3,73,29,0,1
30,72,27,0,1
27.9,69,23,0,1
28.1,75,33,0,1
27.7,72,24,0,1
29,78,30,0,1
30,70,19,0,1
32.4,65,24,0,1
27.9,57,19,0,0
30.5,88,66,39.5,1
29.7,87,71,58.2,1
28.9,91,75,83.3,1
26.3,91,86,231.9,1
29,90,76,15.9,1
30.5,86,62,0,1
29.5,87,65,5.8,1
30.9,92,65,57.9,1
31.8,95,66,145.6,1
29.5,92,80,38.9,1
31.4,93,58,17.5,1
29.8,95,66,56.5,1
34,86,36,0,1
34.3,81,34,0,1
32.6,81,36,0,1
30.4,91,55,2.8,1
30.8,85,39,0,1
30.8,81,29,0,1
31.2,78,33,0.2,0
32,82,42,0,1
31.5,78,33,0,1
30,77,31,0,0
28.6,75,26,0,1
29.2,79,38,0,1
33.1,76,49,10.5,0
32.8,86,57,94,1
31.3,88,64,51.5,1
29.7,87,71,49,1
31.1,85,62,2.2,1
31.7,91,63,22.3,1
31.3,95,65,54.1,1
31.2,94,65,76.3,1
31.9,89,60,0.4,1
30.7,90,69,25.3,1
32.1,91,57,28.7,1
33.5,77,39,0,1
34.5,79,21,0,1
34,81,20,0,1
33.5,75,22,0,1
32.5,83,45,21.7,1
33.5,83,36,0,1
32.2,81,20,0,0
30.1,79,19,0,1
30.1,74,24,0,1
28.3,78,32,0,1
29.5,83,40,0,1
29.5,74,26,0,1
31.9,79,28,0,1
31.7,93,67,55.2,1
29.7,90,74,27.6,1
27.8,90,79,62.6,1
31.2,85,60,3.3,1
32.5,81,58,13.6,1
31.9,91,56,11.9,1
31.7,94,63,61.4,1
30.6,94,70,87.7,1
29.7,91,71,25.1,1
31.2,88,55,0,1
33.6,84,49,0,1
33.4,88,40,18,1
34.3,75,27,0,1
33.6,71,18,0,1
34.6,68,19,0,1
33.4,70,25,0,1
31.8,70,35,0,1
32.7,85,35,5,1
30.8,64,29,0.5,1
32.5,58,18,0,1
32.1,70,32,0,1
31.6,64,25,0,1
30.2,64,16,0,1
30.3,65,29,0,1
31,75,34,0,1
30.3,85,60,30,1
32.2,81,52,0,1
32.1,84,56,4.2,1
32.8,77,49,0,1
31.1,94,73,65.7,1
30.2,91,66,2.9,1
30.3,93,67,30.2,1
33.2,85,43,0,1
35.2,81,34,2.1,1
34.3,83,49,6.8,1
32.2,90,60,67.8,1
32.9,90,33,0,1
34.9,81,23,0,1
33.8,74,19,0,1
34.4,70,17,0,1
31,81,50,5,1
29.3,92,58,97.8,1
27.5,89,35,0,1
28.8,82,29,0,1
29.6,85,33,0,1
30.5,88,34,0,1
29,86,36,0.7,1
27.4,76,34,14,1
34.8,77.3,58,7.6,1
33.8,85.6,55.9,7,1
31.2,85.9,64.6,20.2,1
29.9,89.7,69.6,76,1
32.2,88.9,67.9,32,1
34.1,87.7,69.7,0,1
31.9,90.1,75.7,10.3,1
31.7,92.9,80.3,61.6,1
30.6,94.4,80.3,79.8,1
32.6,90.9,62.4,35.8,1
33.2,91,57,29.4,1
33.7,92.1,49.6,1.4,1
33.1,90.3,58.1,0,1
36.4,77.7,52.1,0,1
33,91.1,74.3,37.7,1
29.8,89.6,73.4,58.2,1
33.2,83.9,62.9,25.3,1
32.2,85.7,65.4,5.7,1
33.3,88,66.4,11.5,1
33.9,92.9,66.4,50.5,1
34.4,90.7,63.9,0.7,1
33.2,87.4,74.9,67.4,1
30.6,92,77,84.8,1
31.6,92.7,76.1,88.2,1
31.6,87.3,66.6,11.2,1
29.9,93.3,80.1,36.6,1
30.7,82.7,66.9,1,1
32.6,90,54.4,2.1,1
30.6,86.7,65.4,8.5,1
30.5,90.1,63,15,1
31.5,89.3,58.7,6,1
31.1,85.9,56.4,0,1
30.9,85.4,50.1,0,1
29.7,83.6,67.3,0,1
29.9,85.5,69.4,0,0
31.2,89,82.6,36.4,1
32.3,87,74.9,47.3,1
33.9,83.1,69.4,5.5,1
35.1,80,54.9,0,1
35.3,87.3,65.9,65.7,1
32.3,92,71.4,20,1
32.4,91.4,70.4,119.8,1
31.5,87,70.7,63.8,1
32.9,88.6,72.3,22,1
33.4,91,75.6,12.4,1
34.4,87.4,66,0,1
33.6,91.1,69.4,48.2,1
29.9,90.3,73.6,86.9,1
32,89.1,61.6,0,1
31.7,89.6,69.3,41.8,1
31.8,90,63.7,0,1
30.6,90.7,65.1,0,1
29.9,87,61.6,0,1
29.4,86.7,58.1,0,1
29.1,88.9,61.6,0,1
30.2,87.1,69.6,0,1
32.1,93.4,67.6,14.3,1
31.4,87,75.1,25.2,1
35.9,83.1,63,0.2,1
32.9,88.9,73.6,36.9,1
32.4,87.6,63,22.2,1
33.7,90.3,63.1,2,1
35.9,86.3,49.9,9.6,1
33.9,89.4,67.1,52.6,1
33.2,94.9,66,73.8,1
31.3,94.3,84,99,1
33.3,93,54.1,1.1,1
34.1,90.3,52.3,0,1
33.1,91.1,59.4,0,1
31.6,90.3,63.1,1.4,1
28,89.3,77.4,80.3,1
30.5,95.4,68.1,0,1
29.8,95.3,59.7,3.8,1
29.6,93.3,54.3,0,1
29.3,93.7,53.3,0,1
29.5,93.4,50.9,0,1
29.6,95,46,0,1
30.5,95,46.1,0,1
31.1,95,56,0,1
31.5,95.4,48.6,0,1
31.9,95.1,49.3,0,1
30.9,95.6,56,0,1
31.7,93.9,48.4,0,1
34.8,94.4,44.6,0,1
33.3,81.7,37.1,0,1
37.1,61.1,61.1,6.3,1
32.2,83.7,65,21,1
33.8,68.6,63.9,6.7,1
36.1,66.6,65.7,21.3,1
36.1,63,65.3,2.5,1
37.5,54.9,67.4,0,1
34.4,76,64.7,76.8,1
33.3,72.3,65.1,9.1,1
36.7,62.9,65.3,4.6,1
34.7,80.3,67.9,27,1
34.4,74.6,70,5.4,1
34.7,79,71.6,43.2,1
31.6,86.9,73,147.2,1
32.1,84.7,69.3,24.4,1
34,75,67.7,0,1
31.9,79.9,70.4,56.4,1
30.6,72.9,64.6,0,1
32.6,77,61.9,0.2,1
32.7,77.4,59.1,0,1
31.1,76.6,58.7,0,1
28.1,84.1,56.1,26.8,1
29.8,81.3,58.1,0,1
28.9,74.6,58.9,0,1
28.6,75,60,0,1
34.6,74,48.3,5,1
32.9,79.3,56.1,6.8,1
32.7,88,62.7,34,1
31.9,88.4,69.1,96.2,1
31.4,83.3,68.9,22.2,1
34,82.6,57.1,1.4,1
34.3,83.4,63.4,45.2,1
33.9,83.6,61.6,0,1
34.7,80.1,59.6,0,1
35.2,81,54.3,4,1
34.5,85.9,61.7,114,1
34.4,86.1,61.1,81.6,1
33.9,91,67.9,32.4,1
30.7,86,74.4,56.6,1
34.4,75.9,52,0,1
32.9,90.4,68,13.4,1
33,86.3,66.3,10.6,1
34.2,86.7,61.4,23.8,1
32.7,90.4,70,9.4,1
29.7,94.9,81.9,147.6,1
30.4,92,70.1,155.8,1
31.7,91,66.7,9.2,1
34.4,85.7,65,1.2,1
34.6,80.4,56.1,10.4,1
34.1,86.3,68.7,10.6,1
32.6,90.3,67.7,123.2,1
31.1,91.3,81.7,178.4,1
31.6,89.6,76.4,147.2,1
31.5,94.3,75.1,6.8,1
33.9,88.3,66.1,20,1
34.2,81.7,58.7,11.6,1
34.7,85.9,60.7,4.4,1
34.5,91.1,71,62.8,1
32,90.3,72.3,0,1
29.1,93.9,81.6,87.6,1
30.8,93.3,78.1,0.8,1
33,90.7,54,0,1
32.2,84.9,53.9,2.4,1
32.3,94.7,56.4,1.8,1
29.8,81.9,61.9,37.4,1
30,91,53.3,0,1
29.4,85.3,64,4.2,1
31.6,84.7,58.9,1.9,1
30.1,94.9,66.7,0,1
30,92.5,52.3,0,1
29.4,89,48.7,0,1
28.7,90,66.9,15.4,1
30.3,91,58.7,19.6,1
37.3,84,46.9,3,0
37.8,83,48.4,10,1
36.6,84,58.3,13,1
34,85,70.7,121.8,1
33.4,86,70.6,68.6,1
33.3,86,73.9,75,1
34.3,88,66.1,8.6,1
33.4,88,64,14,1
33,88,64.4,0,1
32.8,88,65.3,5.9,1
31.2,89,82,52.8,1
32.7,88,61.6,0,1
32.5,87,63.6,0,1
32,87,66.3,11.6,1
31.6,88,67.3,31.6,1
31.3,87,70.3,43.6,0
37.2,88.7,53.7,2.8,1
34.5,92.9,73.1,58,1
34.1,87.1,71.3,50.6,1
32.7,86.7,68.9,10.8,1
34.2,86.6,65,37.4,1
32.6,91.9,76.4,59.1,0
33.6,88.1,64.6,3.8,0
32.7,93.4,75.4,96.9,0
33.6,83.3,61.9,7.2,0
34.4,86.9,64.7,32.2,0
32.5,95.4,77.7,124.2,0
33.9,90.9,68.7,35.7,0
31.2,91.3,90.4,109.3,0
32.2,80.6,65.9,132.8,0
34.2,86.6,57.7,1.9,0
30.1,89.4,79.9,88.3,0
32,91.9,79.7,62.6,0
31.7,85.4,67.1,6,0
32.2,90.3,60.4,0,0
31.2,89.1,53.3,0,0
30.8,90,48.3,0,0
29.8,85.9,53.9,0,0
30.4,90.1,50,0,0
29.5,93,50.5,0,0
29.5,91.6,50.1,0,0
30.1,90.1,52.6,0,0
29.3,93.4,51.6,0,0
31.2,93.7,47.7,0,0
31.4,88.4,51.3,0,1
31.9,89.6,51.7,0,1
33.8,91.7,43.1,0,1
34.8,86.9,42.4,0,0
35.2,78.1,64.9,42.2,0
33.9,81.9,72.3,77.4,0
31.7,84.3,77.1,26.6,0
32.2,89,71.9,47.6,1
32.9,82.7,61.3,44,1
34.8,78.6,57.4,0,1
33.7,85,72.9,55.4,1
31.6,84.1,86.7,46.3,1
33,86.1,73,6.4,1
33.2,85.6,67.3,4.3,1
32.8,89.1,74.9,41.1,1
33.3,85.7,59.6,0,1
33.1,88.6,63.3,0,1
31.9,84.9,58.7,0,1
30.8,87.4,68.1,0,1
31.3,88,65.4,0,1
30.6,87,54.6,0,1
30.6,87.9,57,0,1
30,87.7,53,0,0
30.5,93,61.5,0,0
35.4,84.3,76.3,2.2,1
35.6,88.3,84,40.9,1
35.1,90.1,85.6,10.3,1
34.3,92.4,79.9,4.6,1
32.7,92.4,85.3,48.2,1
32.3,93.6,87.7,91.8,1
31.9,94,80.7,38.2,1
32,92.9,86.4,21.9,1
33.1,92.7,73.3,2,1
33.7,86.4,70.7,0,1
31,89.6,83,45.6,1
31.6,92.1,81.6,19.1,1
32.2,90,77.1,0,1
30.8,88.3,78.4,1.4,1
30.8,89.3,83.3,0,1
30.8,92.4,75,0,1
29.3,86.9,78.9,0,1
29.7,90.3,83.6,0,1
29,83.4,73.6,27.5,1
29.3,88.9,72.4,0,1
30.4,90.7,78.1,0,0
32.4,92,74.4,0,1
31,92.9,76.7,0,1
34,85.7,55.6,50.5,0
34.2,77.3,53.9,10,1
35.5,72.7,51.3,2.2,1
37.1,67.1,44.9,0,1
38,69.4,41.1,2,1
36.9,73.7,49.1,0,1
32.2,89.6,76.4,35.8,1
31.8,91.1,72.4,59.9,0
30.4,79.4,71.1,0,1
30.5,89.4,67.3,107,0
30.8,85.3,63.3,0,1
31.9,85.4,57.4,0,1
31.2,84,49.9,0,1
32,88.9,57.4,0,1
31.1,82.3,60.1,0,1
31.1,93.6,58.4,0,1
32.9,95.9,55.7,0,1
32,83.3,56.5,0,1
30.4,87.1,65.3,0,1
30.5,84.1,55.6,0,0
30.1,82.3,47.6,0,0
31.5,90.7,76.7,54.6,1
33.5,88.4,70.1,26,0
33.6,85.9,65.4,10,1
31.5,83.7,71.4,11.1,1
34,70.3,52.3,0.6,1
34.9,71.9,49.3,8,1
35.6,64.4,45.6,1.3,0
33.8,88.3,64,50.9,1
31.3,92.7,77.3,81.8,1
31.5,91.6,78.6,73.7,1
32.8,89.7,67.9,21.1,1
32.1,89.6,72.6,40.3,1
29.4,95.1,79.1,89.2,1
32.2,93,67.6,37.9,1
31.5,88.6,62.6,0,1
31.3,81.7,65,0,1
30.8,89,56.6,0,1
30.9,94.9,59.7,0,1
31,85.9,49.7,0,1
28.3,92.6,69.4,119.7,1
28.2,95.3,58.7,0,1
27.1,92.9,70.6,11.7,1
